2022-05-02 11:13:07 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2022-05-02 11:13:07 0 [Note] InnoDB: Uses event mutexes
2022-05-02 11:13:07 0 [Note] InnoDB: Compressed tables use zlib 1.2.11
2022-05-02 11:13:07 0 [Note] InnoDB: Number of pools: 1
2022-05-02 11:13:07 0 [Note] InnoDB: Using SSE2 crc32 instructions
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 268395700
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=383] with future log sequence number 268395700
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 268395656
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=336] with future log sequence number 268395656
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=208] with future log sequence number 268395612
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=360] with future log sequence number 268395612
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=207] with future log sequence number 268395568
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=397] with future log sequence number 268395568
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=235] with future log sequence number 268397121
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=325] with future log sequence number 268397121
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=240] with future log sequence number 268401419
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=11384, page number=3] with future log sequence number 268401440
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=324] with future log sequence number 268401419
2022-05-02 11:13:07 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=239] with future log sequence number 268400966
